detected_X_V (unit),detected_Y_V (unit),detected_Z_V (unit),detected_X_P (unit),detected_Y_P (unit),detected_Z_P (unit),detected_XF (unit),detected_YF (unit),detected_ZF (unit),X_position (unit),Y_position (unit),Z_position (unit)
1.79E-02,-1.51E-02,4.46E-02,3.00E-02,-3.00E-02,3.00E-02,2.10E-02,-1.58E-02,3.65E-02,4.00E-01,2.00E-01,3.00E-02
1.78E-02,-1.51E-02,4.46E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.65E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.47E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.65E-02,4.00E-01,2.00E-01,3.00E-02
1.76E-02,-1.51E-02,4.47E-02,3.00E-02,-3.00E-02,3.00E-02,2.08E-02,-1.58E-02,3.65E-02,4.00E-01,2.00E-01,3.00E-02
1.75E-02,-1.51E-02,4.47E-02,3.00E-02,-3.00E-02,3.00E-02,2.08E-02,-1.58E-02,3.65E-02,4.00E-01,2.00E-01,3.00E-02
1.74E-02,-1.51E-02,4.47E-02,3.00E-02,-3.00E-02,3.00E-02,2.07E-02,-1.58E-02,3.65E-02,4.00E-01,2.00E-01,3.00E-02
1.85E-02,-1.51E-02,4.45E-02,3.00E-02,-3.00E-02,3.00E-02,2.15E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.89E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.18E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.96E-02,-1.51E-02,4.42E-02,3.00E-02,-3.00E-02,3.00E-02,2.23E-02,-1.58E-02,3.63E-02,4.00E-01,2.00E-01,3.00E-02
1.99E-02,-1.51E-02,4.41E-02,3.00E-02,-3.00E-02,3.00E-02,2.25E-02,-1.58E-02,3.62E-02,4.00E-01,2.00E-01,3.00E-02
2.00E-02,-1.51E-02,4.40E-02,3.00E-02,-3.00E-02,3.00E-02,2.26E-02,-1.58E-02,3.62E-02,4.00E-01,2.00E-01,3.00E-02
2.01E-02,-1.51E-02,4.40E-02,3.00E-02,-3.00E-02,3.00E-02,2.26E-02,-1.58E-02,3.62E-02,4.00E-01,2.00E-01,3.00E-02
2.01E-02,-1.51E-02,4.40E-02,3.00E-02,-3.00E-02,3.00E-02,2.26E-02,-1.58E-02,3.62E-02,4.00E-01,2.00E-01,3.00E-02
2.01E-02,-1.51E-02,4.40E-02,3.00E-02,-3.00E-02,3.00E-02,2.26E-02,-1.58E-02,3.62E-02,4.00E-01,2.00E-01,3.00E-02
2.01E-02,-1.51E-02,4.40E-02,3.00E-02,-3.00E-02,3.00E-02,2.26E-02,-1.58E-02,3.62E-02,4.00E-01,2.00E-01,3.00E-02
2.01E-02,-1.51E-02,4.40E-02,3.00E-02,-3.00E-02,3.00E-02,2.26E-02,-1.58E-02,3.62E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.45E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,2.99E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.00E-01,2.00E-01,3.00E-02
1.77E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.09E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.50E-02
-3.23E-02,-1.51E-02,4.45E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,2.99E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
-3.23E-02,-1.51E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,-1.62E-02,-1.58E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,2.00E-01,3.00E-02
2.14E-02,-1.61E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.67E-02,3.64E-02,4.50E-01,1.50E-01,3.50E-02
2.14E-02,3.39E-02,4.45E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,3.09E-02,3.64E-02,4.50E-01,1.50E-01,2.99E-02
2.14E-02,3.39E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,3.09E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,3.39E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,3.09E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,3.39E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,3.09E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,3.39E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,3.09E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,3.39E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,3.09E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,3.39E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,3.09E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,3.39E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,3.09E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,3.39E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,3.09E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
2.14E-02,-1.69E-02,4.44E-02,3.00E-02,-3.00E-02,3.00E-02,2.36E-02,-1.75E-02,3.64E-02,4.50E-01,1.50E-01,3.00E-02
