detected_X_V (unit),detected_Y_V (unit),detected_Z_V (unit),detected_X_P (unit),detected_Y_P (unit),detected_Z_P (unit),detected_XF (unit),detected_YF (unit),detected_ZF (unit),X_position (unit),Y_position (unit),Z_position (unit)
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,4.50E-01,1.50E-01,4.50E-02
3.82E-02,1.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.00E-02,1.08E-02,5.12E-02,5.00E-01,1.00E-01,3.50E-02
-1.18E-02,6.36E-02,5.96E-02,4.50E-02,-4.50E-02,4.50E-02,2.92E-03,5.85E-02,5.15E-02,5.00E-01,1.00E-01,4.45E-02
-1.18E-02,6.36E-02,5.91E-02,4.50E-02,-4.50E-02,4.50E-02,2.92E-03,5.85E-02,5.12E-02,5.00E-01,1.00E-01,4.49E-02
-1.18E-02,6.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,2.92E-03,5.85E-02,5.12E-02,5.00E-01,1.00E-01,4.50E-02
-1.18E-02,6.36E-02,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,2.92E-03,5.85E-02,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.00E-01,1.00E-01,4.50E-02
4.07E-02,7.63E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.18E-02,5.18E-03,5.12E-02,5.50E-01,1.00E-01,3.50E-02
-9.29E-03,7.63E-03,5.95E-02,4.50E-02,-4.50E-02,4.50E-02,4.75E-03,5.18E-03,5.14E-02,5.50E-01,1.00E-01,4.45E-02
-9.29E-03,7.63E-03,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.75E-03,5.18E-03,5.12E-02,5.50E-01,1.00E-01,4.49E-02
-9.29E-03,7.63E-03,5.90E-02,4.50E-02,-4.50E-02,4.50E-02,4.75E-03,5.18E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-8.64E-03,5.83E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-1.03E-02,5.09E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,1.00E-01,4.50E-02
4.44E-02,-7.62E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,-9.37E-03,5.12E-02,5.50E-01,5.00E-02,3.50E-02
4.44E-02,4.24E-02,5.94E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.14E-02,5.50E-01,5.00E-02,4.45E-02
4.44E-02,4.24E-02,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.12E-02,5.50E-01,5.00E-02,4.49E-02
4.44E-02,4.24E-02,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,4.24E-02,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,4.24E-02,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,4.24E-02,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,4.24E-02,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,4.24E-02,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,4.24E-02,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,4.24E-02,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.83E-02,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,5.77E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.40E-03,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,5.77E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.40E-03,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,5.77E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.40E-03,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,5.77E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.40E-03,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,5.77E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.40E-03,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,5.77E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.40E-03,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,5.77E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.40E-03,5.12E-02,5.50E-01,5.00E-02,4.50E-02
4.44E-02,5.77E-03,5.89E-02,4.50E-02,-4.50E-02,4.50E-02,4.45E-02,3.40E-03,5.12E-02,5.50E-01,5.00E-02,4.50E-02
