detected_X_V (unit),detected_Y_V (unit),detected_Z_V (unit),detected_X_P (unit),detected_Y_P (unit),detected_Z_P (unit),detected_XF (unit),detected_YF (unit),detected_ZF (unit),X_position (unit),Y_position (unit),Z_position (unit)
-3.71E-02,-2.52E-02,3.96E-02,2.50E-02,-2.50E-02,2.50E-02,-2.11E-02,-2.52E-02,3.15E-02,4.50E-01,2.00E-01,2.49E-02
-3.71E-02,-2.52E-02,3.96E-02,2.50E-02,-2.50E-02,2.50E-02,-2.11E-02,-2.52E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
-3.71E-02,-2.52E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,-2.11E-02,-2.52E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
-3.71E-02,-2.52E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,-2.11E-02,-2.52E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
-3.71E-02,-2.52E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,-2.11E-02,-2.52E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
-3.71E-02,-2.52E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,-2.11E-02,-2.52E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
-3.71E-02,-2.52E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,-2.11E-02,-2.52E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,2.00E-01,2.50E-02
1.53E-02,-2.62E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.62E-02,3.14E-02,4.50E-01,1.50E-01,3.50E-02
1.53E-02,2.38E-02,4.03E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,2.15E-02,3.18E-02,4.50E-01,1.50E-01,2.42E-02
1.53E-02,2.38E-02,3.96E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,2.15E-02,3.15E-02,4.50E-01,1.50E-01,2.49E-02
1.53E-02,2.38E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,2.15E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,2.38E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,2.15E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,2.38E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,2.15E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,2.38E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,2.15E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,2.38E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,2.15E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
1.53E-02,-2.61E-02,3.95E-02,2.50E-02,-2.50E-02,2.50E-02,1.78E-02,-2.60E-02,3.14E-02,4.50E-01,1.50E-01,2.50E-02
